Label,Probabilities
1,[ 0.47383365  0.52616632]
1,[ 0.4781259   0.52187407]
0,[ 0.50617492  0.49382505]
1,[ 0.491992  0.508008]
1,[ 0.48809168  0.51190835]
1,[ 0.48572737  0.51427263]
1,[ 0.49377188  0.50622815]
0,[ 0.51308048  0.48691958]
1,[ 0.49496961  0.50503045]
1,[ 0.47554696  0.52445298]
1,[ 0.47965857  0.52034146]
1,[ 0.4904536  0.5095464]
1,[ 0.49408895  0.50591105]
1,[ 0.48469126  0.51530874]
0,[ 0.51373714  0.48626292]
1,[ 0.4812102   0.51878983]
1,[ 0.48433536  0.51566464]
1,[ 0.4967227  0.5032773]
1,[ 0.47226751  0.52773249]
1,[ 0.48504078  0.51495928]
1,[ 0.48206955  0.51793039]
1,[ 0.4773888  0.5226112]
0,[ 0.50775599  0.49224406]
0,[ 0.50345129  0.49654874]
1,[ 0.49325743  0.5067426 ]
1,[ 0.48980236  0.51019764]
1,[ 0.48242715  0.51757288]
1,[ 0.49358374  0.50641626]
1,[ 0.49983045  0.50016952]
1,[ 0.48898268  0.51101732]
1,[ 0.49569973  0.5043003 ]
1,[ 0.49793148  0.50206852]
1,[ 0.4884268  0.5115732]
1,[ 0.49130356  0.50869644]
1,[ 0.48718971  0.51281029]
1,[ 0.4855521   0.51444793]
1,[ 0.48839054  0.51160944]
1,[ 0.49247086  0.50752914]
1,[ 0.47056407  0.52943599]
1,[ 0.49056599  0.50943398]
0,[ 0.50041372  0.49958634]
1,[ 0.49675745  0.50324255]
0,[ 0.51463217  0.48536789]
1,[ 0.49191806  0.50808191]
1,[ 0.49551004  0.5044899 ]
1,[ 0.4836359  0.5163641]
1,[ 0.47723383  0.52276617]
1,[ 0.48033762  0.51966238]
1,[ 0.48880455  0.51119548]
1,[ 0.48126975  0.51873028]
1,[ 0.47839671  0.52160329]
1,[ 0.48794341  0.51205659]
1,[ 0.49867713  0.50132287]
1,[ 0.49650365  0.50349635]
1,[ 0.48825246  0.51174754]
1,[ 0.49201041  0.50798959]
0,[ 0.5007484  0.4992516]
1,[ 0.49624816  0.50375181]
1,[ 0.49744284  0.5025571 ]
1,[ 0.4907113   0.50928867]
1,[ 0.49361521  0.50638479]
0,[ 0.50469255  0.49530742]
1,[ 0.47554758  0.52445239]
1,[ 0.47982824  0.52017176]
0,[ 0.5059725   0.49402747]
0,[ 0.50456893  0.4954311 ]
1,[ 0.48826107  0.51173896]
1,[ 0.49400112  0.50599885]
1,[ 0.4870117   0.51298833]
1,[ 0.47422954  0.52577049]
1,[ 0.48278612  0.51721388]
0,[ 0.50480735  0.49519268]
1,[ 0.48327816  0.51672184]
1,[ 0.48479733  0.51520264]
1,[ 0.4756853   0.52431476]
1,[ 0.48210248  0.51789755]
1,[ 0.4874554   0.51254463]
1,[ 0.48010322  0.51989675]
1,[ 0.47518238  0.52481759]
1,[ 0.49020946  0.50979054]
1,[ 0.48553231  0.51446772]
1,[ 0.49796981  0.50203019]
1,[ 0.49067342  0.50932658]
1,[ 0.48626322  0.51373678]
1,[ 0.49800679  0.50199318]
1,[ 0.49773207  0.5022679 ]
1,[ 0.48825234  0.5117476 ]
1,[ 0.48663998  0.51336002]
1,[ 0.4862718  0.5137282]
1,[ 0.49523711  0.50476289]
1,[ 0.49902424  0.50097573]
1,[ 0.49296966  0.50703031]
1,[ 0.48272628  0.51727372]
1,[ 0.4949553   0.50504464]
1,[ 0.48269865  0.51730138]
1,[ 0.48576146  0.51423854]
1,[ 0.47963402  0.52036595]
1,[ 0.4934158   0.50658423]
1,[ 0.48774466  0.51225531]
1,[ 0.49090233  0.5090977 ]
1,[ 0.48578399  0.51421601]
1,[ 0.48523682  0.51476324]
0,[ 0.50005221  0.49994779]
1,[ 0.47655556  0.52344441]
1,[ 0.49474436  0.50525564]
1,[ 0.48994902  0.51005095]
1,[ 0.49001402  0.50998598]
0,[ 0.50565308  0.49434689]
0,[ 0.51799345  0.48200655]
1,[ 0.47371179  0.52628821]
1,[ 0.48789194  0.51210803]
1,[ 0.48858199  0.51141798]
0,[ 0.50081277  0.49918726]
1,[ 0.48644823  0.51355183]
1,[ 0.49368501  0.50631493]
1,[ 0.47473207  0.52526796]
1,[ 0.4762415   0.52375847]
1,[ 0.48710743  0.5128926 ]
1,[ 0.49841616  0.50158381]
1,[ 0.47426087  0.52573913]
0,[ 0.50307053  0.49692947]
1,[ 0.48582017  0.51417983]
1,[ 0.49627236  0.50372767]
1,[ 0.48533785  0.51466215]
0,[ 0.50659114  0.49340883]
1,[ 0.47306004  0.52693993]
1,[ 0.47889644  0.52110356]
1,[ 0.48442581  0.51557422]
1,[ 0.48011354  0.51988643]
1,[ 0.48347723  0.51652271]
1,[ 0.49144053  0.50855947]
1,[ 0.48914129  0.51085871]
1,[ 0.48592609  0.51407391]
1,[ 0.48955217  0.51044786]
1,[ 0.47683272  0.52316725]
0,[ 0.52599758  0.47400242]
1,[ 0.48002452  0.51997554]
0,[ 0.50248438  0.49751562]
1,[ 0.49831808  0.50168198]
1,[ 0.49398139  0.50601864]
1,[ 0.49179804  0.50820196]
1,[ 0.48019168  0.51980835]
1,[ 0.4764725  0.5235275]
0,[ 0.50182438  0.49817559]
1,[ 0.49080044  0.5091995 ]
0,[ 0.505638    0.49436203]
1,[ 0.47946587  0.52053416]
1,[ 0.49392089  0.50607914]
0,[ 0.5104301   0.48956996]
1,[ 0.48230603  0.517694  ]
1,[ 0.49242204  0.50757796]
1,[ 0.48394892  0.51605105]
1,[ 0.4867321   0.51326793]
1,[ 0.48695517  0.51304483]
1,[ 0.49416831  0.50583166]
1,[ 0.4912315  0.5087685]
1,[ 0.48214832  0.51785171]
0,[ 0.50402975  0.49597025]
1,[ 0.481749  0.518251]
1,[ 0.4924714  0.5075286]
1,[ 0.47391734  0.52608269]
1,[ 0.48542538  0.51457465]
0,[ 0.50871348  0.49128655]
1,[ 0.48758408  0.51241589]
1,[ 0.49074808  0.50925195]
1,[ 0.48173103  0.518269  ]
1,[ 0.49700657  0.5029934 ]
1,[ 0.48897606  0.51102394]
1,[ 0.4919554  0.5080446]
1,[ 0.48018271  0.51981729]
1,[ 0.49606884  0.50393111]
1,[ 0.47863266  0.52136731]
1,[ 0.48525676  0.51474327]
0,[ 0.5050953   0.49490467]
1,[ 0.48267454  0.51732546]
0,[ 0.50491285  0.49508712]
1,[ 0.48828131  0.51171863]
1,[ 0.48051721  0.51948279]
1,[ 0.49354568  0.50645429]
0,[ 0.52020931  0.47979066]
1,[ 0.47313976  0.52686024]
1,[ 0.493343  0.506657]
1,[ 0.49978867  0.5002113 ]
1,[ 0.49401993  0.50598007]
1,[ 0.49317139  0.50682861]
0,[ 0.51948559  0.48051441]
1,[ 0.49260488  0.50739509]
1,[ 0.47274351  0.52725649]
1,[ 0.48907024  0.51092976]
1,[ 0.48917499  0.51082504]
1,[ 0.48020527  0.51979476]
1,[ 0.49642044  0.50357956]
1,[ 0.47207025  0.52792978]
1,[ 0.48039392  0.51960611]
1,[ 0.48375639  0.51624364]
0,[ 0.51528192  0.48471808]
1,[ 0.47472149  0.52527851]
1,[ 0.47082129  0.52917874]
1,[ 0.48542401  0.51457602]
0,[ 0.5035094   0.49649054]
1,[ 0.47294202  0.52705801]
1,[ 0.47937688  0.52062309]
0,[ 0.50800693  0.49199301]
1,[ 0.49469653  0.5053035 ]
1,[ 0.48499355  0.51500642]
0,[ 0.50289178  0.49710819]
1,[ 0.48427019  0.51572984]
1,[ 0.49066201  0.50933802]
1,[ 0.47525755  0.52474248]
1,[ 0.48316059  0.51683944]
1,[ 0.47971824  0.52028179]
1,[ 0.48182982  0.51817024]
1,[ 0.47985819  0.52014184]
1,[ 0.49730301  0.50269699]
1,[ 0.49561003  0.50439   ]
1,[ 0.48191628  0.51808369]
1,[ 0.48275986  0.51724017]
1,[ 0.48464027  0.5153597 ]
1,[ 0.48334011  0.51665986]
1,[ 0.47436944  0.52563059]
1,[ 0.49832714  0.50167286]
1,[ 0.48649794  0.51350206]
0,[ 0.51222128  0.48777872]
0,[ 0.50494581  0.49505422]
1,[ 0.48698425  0.51301575]
0,[ 0.50278991  0.49721009]
1,[ 0.4978359   0.50216407]
1,[ 0.48401019  0.51598984]
1,[ 0.4978123   0.50218767]
1,[ 0.49047601  0.50952399]
1,[ 0.48023587  0.51976413]
1,[ 0.49086139  0.50913864]
1,[ 0.49706948  0.50293046]
1,[ 0.48718393  0.51281613]
0,[ 0.50570816  0.49429187]
0,[ 0.50805146  0.49194854]
1,[ 0.48966861  0.51033139]
1,[ 0.4763892   0.52361083]
1,[ 0.49025899  0.50974101]
1,[ 0.47626927  0.52373075]
1,[ 0.49206582  0.50793415]
1,[ 0.49160847  0.50839156]
0,[ 0.50072521  0.49927482]
1,[ 0.47458735  0.52541262]
1,[ 0.48219571  0.51780427]
1,[ 0.48952898  0.51047105]
1,[ 0.49370191  0.50629807]
0,[ 0.50215673  0.49784327]
1,[ 0.48482361  0.51517642]
1,[ 0.48433834  0.5156616 ]
0,[ 0.50065112  0.49934891]
1,[ 0.48559433  0.51440567]
1,[ 0.48020345  0.51979655]
1,[ 0.49266642  0.50733358]
1,[ 0.48202464  0.51797539]
1,[ 0.49962631  0.50037372]
1,[ 0.47956097  0.52043903]
1,[ 0.48257419  0.51742578]
1,[ 0.49645615  0.50354379]
1,[ 0.47746089  0.52253908]
1,[ 0.49659654  0.50340343]
0,[ 0.51550001  0.48449999]
1,[ 0.49775258  0.50224745]
1,[ 0.48240224  0.51759773]
1,[ 0.48347366  0.51652634]
1,[ 0.4834958   0.51650423]
1,[ 0.48980635  0.51019365]
1,[ 0.49034294  0.50965703]
1,[ 0.49548391  0.50451612]
1,[ 0.47317094  0.52682906]
0,[ 0.50333172  0.49666831]
1,[ 0.48036534  0.51963466]
1,[ 0.4817878  0.5182122]
1,[ 0.47842568  0.52157432]
1,[ 0.49157533  0.50842464]
1,[ 0.48553315  0.51446688]
0,[ 0.51332963  0.4866704 ]
1,[ 0.47840673  0.52159333]
0,[ 0.50354147  0.4964585 ]
1,[ 0.49164382  0.50835615]
0,[ 0.5065189  0.4934811]
0,[ 0.50478148  0.49521852]
1,[ 0.48681706  0.51318294]
1,[ 0.4808068   0.51919323]
1,[ 0.48890406  0.51109594]
1,[ 0.47525334  0.52474666]
1,[ 0.48934922  0.51065075]
1,[ 0.48379865  0.51620138]
1,[ 0.49413207  0.5058679 ]
1,[ 0.47860557  0.52139443]
0,[ 0.5020234   0.49797657]
0,[ 0.50107175  0.49892819]
1,[ 0.47987762  0.52012235]
1,[ 0.48575601  0.51424396]
1,[ 0.4732269  0.5267731]
1,[ 0.47689387  0.52310616]
0,[ 0.50991005  0.49008989]
1,[ 0.47492763  0.52507234]
1,[ 0.47968423  0.52031577]
1,[ 0.4841409   0.51585913]
1,[ 0.48042598  0.51957399]
0,[ 0.50773871  0.49226126]
1,[ 0.49334863  0.5066514 ]
0,[ 0.50229627  0.49770376]
1,[ 0.48417807  0.51582193]
1,[ 0.47526798  0.52473199]
1,[ 0.48978734  0.51021266]
1,[ 0.48222736  0.51777267]
1,[ 0.49070752  0.50929248]
1,[ 0.49793863  0.50206137]
1,[ 0.491947    0.50805306]
1,[ 0.48283824  0.51716179]
1,[ 0.48258844  0.51741159]
1,[ 0.47856435  0.52143562]
0,[ 0.50596315  0.49403682]
0,[ 0.51515627  0.4848437 ]
1,[ 0.48972645  0.51027352]
1,[ 0.49620354  0.50379646]
1,[ 0.47829059  0.52170944]
1,[ 0.49014136  0.50985867]
1,[ 0.49213719  0.50786281]
0,[ 0.50303096  0.49696904]
1,[ 0.4819746  0.5180254]
1,[ 0.47965038  0.52034962]
1,[ 0.47516412  0.52483588]
1,[ 0.48161072  0.51838928]
1,[ 0.48820207  0.5117979 ]
1,[ 0.48214725  0.51785272]
1,[ 0.47884417  0.52115577]
1,[ 0.47634405  0.52365595]
1,[ 0.48600152  0.51399845]
1,[ 0.49491334  0.50508666]
0,[ 0.51058424  0.48941579]
1,[ 0.47665149  0.52334851]
0,[ 0.5009132  0.4990868]
1,[ 0.49068975  0.50931019]
1,[ 0.48764077  0.5123592 ]
1,[ 0.4904981   0.50950193]
1,[ 0.47767091  0.52232909]
1,[ 0.49465531  0.50534469]
1,[ 0.47968793  0.52031201]
1,[ 0.49877053  0.50122947]
1,[ 0.48013723  0.51986277]
1,[ 0.48884499  0.51115501]
0,[ 0.51599902  0.48400098]
0,[ 0.50178832  0.49821165]
1,[ 0.48503971  0.51496029]
1,[ 0.47495261  0.52504736]
1,[ 0.49495044  0.50504959]
1,[ 0.49396381  0.50603616]
1,[ 0.48956218  0.51043779]
1,[ 0.48905697  0.510943  ]
1,[ 0.49596989  0.50403017]
1,[ 0.48418918  0.51581079]
1,[ 0.47458577  0.52541423]
1,[ 0.48442447  0.51557553]
1,[ 0.489629    0.51037103]
1,[ 0.48828411  0.51171589]
1,[ 0.49285829  0.50714171]
1,[ 0.47941339  0.52058661]
1,[ 0.49088931  0.50911063]
1,[ 0.49971431  0.50028569]
1,[ 0.48651272  0.51348728]
1,[ 0.4825035   0.51749653]
1,[ 0.48007214  0.51992786]
1,[ 0.47780141  0.52219856]
1,[ 0.49072829  0.50927174]
1,[ 0.48854241  0.51145762]
1,[ 0.49438021  0.50561976]
1,[ 0.48786536  0.51213461]
1,[ 0.47511911  0.52488083]
1,[ 0.47704259  0.52295738]
0,[ 0.5005036   0.49949646]
0,[ 0.50543493  0.49456507]
1,[ 0.48805597  0.511944  ]
1,[ 0.4761436  0.5238564]
0,[ 0.50018412  0.49981591]
1,[ 0.49878886  0.50121117]
1,[ 0.49709889  0.50290108]
0,[ 0.5120672  0.4879328]
1,[ 0.49619037  0.50380963]
0,[ 0.50248933  0.4975107 ]
1,[ 0.49859071  0.50140923]
1,[ 0.49627799  0.50372195]
1,[ 0.49510354  0.50489646]
1,[ 0.48521876  0.51478124]
1,[ 0.48277628  0.51722378]
1,[ 0.4987933  0.5012067]
1,[ 0.4928239   0.50717604]
1,[ 0.49832454  0.50167549]
1,[ 0.49617633  0.5038237 ]
1,[ 0.49527463  0.5047254 ]
1,[ 0.48922595  0.51077402]
1,[ 0.491348    0.50865203]
0,[ 0.51864201  0.48135796]
1,[ 0.48517445  0.51482552]
1,[ 0.4980568   0.50194317]
1,[ 0.47863489  0.52136511]
1,[ 0.49945357  0.50054646]
0,[ 0.50061637  0.49938363]
1,[ 0.49527243  0.50472754]
1,[ 0.48525876  0.51474124]
1,[ 0.48698285  0.51301712]
1,[ 0.49504182  0.50495815]
1,[ 0.48264146  0.51735848]
0,[ 0.50005871  0.49994126]
0,[ 0.50354463  0.4964554 ]
1,[ 0.47895038  0.52104962]
1,[ 0.49111885  0.50888115]
1,[ 0.48761567  0.51238436]
0,[ 0.50302339  0.49697658]
1,[ 0.47953594  0.520464  ]
1,[ 0.48152107  0.51847899]
1,[ 0.49483922  0.50516081]
1,[ 0.48178095  0.51821905]
0,[ 0.5045712   0.49542883]
1,[ 0.49668413  0.50331593]
0,[ 0.50104672  0.49895331]
1,[ 0.49974021  0.50025976]
1,[ 0.48216051  0.51783949]
1,[ 0.48161936  0.51838064]
1,[ 0.48396841  0.51603156]
1,[ 0.49101487  0.50898516]
1,[ 0.49531737  0.50468266]
0,[ 0.50126559  0.49873444]
1,[ 0.49458274  0.50541729]
1,[ 0.49257678  0.50742322]
1,[ 0.48664922  0.51335078]
0,[ 0.51754004  0.48245993]
1,[ 0.49136135  0.50863868]
0,[ 0.50236326  0.49763674]
1,[ 0.49987239  0.50012767]
1,[ 0.48150203  0.51849794]
1,[ 0.48454019  0.51545978]
1,[ 0.4945887   0.50541133]
0,[ 0.50205737  0.4979426 ]
1,[ 0.4997195  0.5002805]
1,[ 0.49303061  0.50696939]
1,[ 0.48834851  0.51165152]
1,[ 0.48684224  0.51315773]
1,[ 0.48761204  0.51238793]
1,[ 0.4869726   0.51302737]
1,[ 0.474592    0.52540797]
1,[ 0.47953466  0.52046537]
1,[ 0.48626041  0.51373959]
1,[ 0.49885187  0.50114816]
1,[ 0.48849186  0.51150817]
0,[ 0.5022682   0.49773178]
1,[ 0.49053273  0.5094673 ]
1,[ 0.48641574  0.51358426]
1,[ 0.4831529   0.51684707]
1,[ 0.48178193  0.5182181 ]
1,[ 0.49498847  0.5050115 ]
1,[ 0.49438879  0.50561124]
1,[ 0.47926342  0.52073658]
1,[ 0.49671909  0.50328088]
0,[ 0.50210428  0.49789569]
1,[ 0.48406285  0.51593715]
1,[ 0.48725352  0.51274651]
0,[ 0.50331682  0.49668318]
0,[ 0.50659335  0.49340665]
1,[ 0.48132485  0.51867515]
1,[ 0.48896876  0.51103121]
1,[ 0.49285516  0.50714481]
1,[ 0.47499534  0.52500463]
1,[ 0.48370701  0.51629293]
1,[ 0.49676991  0.50323009]
1,[ 0.48479289  0.51520711]
1,[ 0.47022015  0.52977991]
0,[ 0.5048399   0.49516004]
1,[ 0.49232507  0.50767493]
1,[ 0.48932546  0.51067454]
1,[ 0.49256948  0.50743055]
0,[ 0.51094973  0.48905024]
0,[ 0.50703913  0.4929609 ]
1,[ 0.48939466  0.51060539]
0,[ 0.50112242  0.49887761]
1,[ 0.48179299  0.51820695]
1,[ 0.49054202  0.50945801]
1,[ 0.47248799  0.52751201]
0,[ 0.50461489  0.49538508]
1,[ 0.47919893  0.52080107]
0,[ 0.50246626  0.49753377]
1,[ 0.47251537  0.5274846 ]
1,[ 0.48717707  0.51282293]
1,[ 0.49713412  0.50286585]
1,[ 0.48362023  0.51637977]
0,[ 0.52069324  0.47930676]
1,[ 0.49502712  0.50497293]
1,[ 0.48182783  0.51817214]
0,[ 0.50561279  0.49438715]
1,[ 0.49807909  0.50192088]
1,[ 0.48768809  0.51231194]
0,[ 0.51160276  0.48839721]
1,[ 0.4993982   0.50060183]
1,[ 0.48089382  0.51910621]
0,[ 0.5210706   0.47892937]
1,[ 0.48301134  0.51698869]
0,[ 0.50428051  0.49571955]
1,[ 0.48707438  0.51292562]
1,[ 0.4982782  0.5017218]
0,[ 0.50707173  0.49292827]
0,[ 0.50305378  0.49694625]
1,[ 0.48217508  0.51782495]
1,[ 0.48592097  0.51407903]
0,[ 0.50654626  0.49345374]
1,[ 0.49764866  0.5023514 ]
1,[ 0.47569361  0.52430636]
1,[ 0.49229571  0.50770426]
1,[ 0.48134097  0.51865906]
1,[ 0.4958446  0.5041554]
1,[ 0.49775809  0.50224191]
1,[ 0.49513662  0.50486338]
1,[ 0.47251275  0.52748722]
1,[ 0.4830727   0.51692736]
1,[ 0.48070583  0.51929414]
1,[ 0.48473483  0.51526517]
1,[ 0.49217841  0.50782156]
0,[ 0.51019007  0.48980999]
0,[ 0.50130153  0.49869847]
1,[ 0.48871678  0.51128328]
1,[ 0.48615617  0.51384389]
0,[ 0.51240897  0.48759103]
0,[ 0.5010438  0.4989562]
0,[ 0.51776862  0.48223132]
1,[ 0.49957076  0.50042927]
1,[ 0.4929328  0.5070672]
1,[ 0.48855051  0.51144952]
0,[ 0.50513887  0.4948611 ]
1,[ 0.48265514  0.51734489]
1,[ 0.49378994  0.50621003]
1,[ 0.48153386  0.51846611]
1,[ 0.48669428  0.51330578]
1,[ 0.4964622   0.50353783]
1,[ 0.49023095  0.50976908]
1,[ 0.49669519  0.50330478]
1,[ 0.48811096  0.51188904]
0,[ 0.50201446  0.4979856 ]
1,[ 0.49885184  0.50114816]
1,[ 0.49927479  0.50072527]
1,[ 0.47949246  0.52050757]
1,[ 0.49864638  0.50135362]
0,[ 0.50686419  0.49313587]
0,[ 0.52019829  0.47980177]
1,[ 0.49389529  0.50610465]
1,[ 0.4798522  0.5201478]
1,[ 0.48707324  0.51292676]
0,[ 0.51572609  0.48427385]
1,[ 0.48372453  0.51627547]
1,[ 0.48898545  0.51101458]
1,[ 0.4806014   0.51939863]
1,[ 0.49683833  0.50316161]
1,[ 0.49572721  0.50427276]
1,[ 0.4852539   0.51474607]
1,[ 0.48950127  0.5104987 ]
0,[ 0.52222264  0.47777736]
1,[ 0.49722758  0.50277239]
1,[ 0.48448753  0.51551247]
1,[ 0.48823199  0.51176798]
1,[ 0.49356315  0.50643688]
1,[ 0.48627228  0.51372766]
1,[ 0.48334599  0.51665401]
1,[ 0.49549434  0.50450569]
0,[ 0.50134033  0.4986597 ]
0,[ 0.51054054  0.48945943]
1,[ 0.47799599  0.52200395]
0,[ 0.51041287  0.48958716]
1,[ 0.48911205  0.51088792]
1,[ 0.48976779  0.51023221]
1,[ 0.48885801  0.51114196]
0,[ 0.50074303  0.49925697]
1,[ 0.47190818  0.52809179]
1,[ 0.49071395  0.50928611]
1,[ 0.46887723  0.53112274]
1,[ 0.47767323  0.52232677]
1,[ 0.48118773  0.51881224]
1,[ 0.4843244   0.51567554]
1,[ 0.47295004  0.52704996]
1,[ 0.48660016  0.5133999 ]
1,[ 0.49376029  0.50623965]
1,[ 0.49829358  0.50170642]
1,[ 0.48664853  0.51335144]
0,[ 0.5024178   0.49758217]
1,[ 0.47844318  0.52155679]
1,[ 0.47638181  0.52361822]
1,[ 0.49840435  0.50159568]
1,[ 0.49351948  0.50648052]
0,[ 0.50645167  0.4935483 ]
1,[ 0.48832351  0.51167649]
1,[ 0.49314544  0.50685459]
0,[ 0.50050867  0.49949133]
1,[ 0.49690431  0.50309569]
0,[ 0.50762904  0.49237096]
1,[ 0.49448875  0.50551128]
1,[ 0.48971689  0.51028317]
1,[ 0.49652669  0.50347334]
1,[ 0.4833048   0.51669514]
0,[ 0.51006532  0.48993468]
1,[ 0.47443086  0.52556914]
1,[ 0.4884738   0.51152617]
1,[ 0.47511148  0.52488846]
1,[ 0.4842172   0.51578283]
1,[ 0.47509423  0.5249058 ]
0,[ 0.50524509  0.49475491]
0,[ 0.50812775  0.49187228]
1,[ 0.48027065  0.51972938]
1,[ 0.47679618  0.52320385]
1,[ 0.49653134  0.50346863]
1,[ 0.4779875   0.52201247]
1,[ 0.48413399  0.51586598]
0,[ 0.50047922  0.49952081]
1,[ 0.47698733  0.52301264]
1,[ 0.49601379  0.50398624]
0,[ 0.50228262  0.49771735]
1,[ 0.49407247  0.5059275 ]
1,[ 0.4790706  0.5209294]
0,[ 0.50193107  0.49806893]
1,[ 0.47216392  0.52783614]
1,[ 0.48876622  0.51123375]
1,[ 0.49655798  0.50344199]
0,[ 0.50396925  0.49603075]
1,[ 0.4908762  0.5091238]
0,[ 0.51889729  0.48110273]
1,[ 0.4851242   0.51487583]
1,[ 0.47447297  0.52552706]
1,[ 0.49180427  0.50819576]
1,[ 0.49136841  0.50863165]
0,[ 0.50056332  0.49943668]
0,[ 0.50034368  0.49965635]
1,[ 0.48541397  0.51458603]
1,[ 0.48666435  0.51333565]
0,[ 0.51074898  0.48925096]
1,[ 0.49695805  0.50304198]
1,[ 0.49774429  0.50225574]
1,[ 0.47360685  0.52639318]
1,[ 0.49097463  0.50902534]
1,[ 0.48075461  0.51924539]
1,[ 0.47639662  0.52360338]
1,[ 0.48063457  0.51936543]
1,[ 0.4763771   0.52362287]
1,[ 0.49619591  0.50380409]
1,[ 0.48995411  0.51004595]
1,[ 0.49759629  0.50240374]
1,[ 0.4930934   0.50690663]
1,[ 0.47400063  0.52599943]
1,[ 0.48329103  0.51670897]
1,[ 0.49054545  0.50945461]
1,[ 0.49342719  0.50657284]
1,[ 0.48939541  0.51060462]
1,[ 0.48234186  0.51765817]
1,[ 0.48607242  0.51392758]
0,[ 0.50426966  0.49573034]
1,[ 0.481406    0.51859403]
1,[ 0.47099766  0.52900231]
1,[ 0.49920142  0.50079852]
1,[ 0.49227077  0.50772923]
1,[ 0.4890213   0.51097876]
1,[ 0.47469541  0.52530462]
1,[ 0.47210944  0.52789056]
0,[ 0.50610214  0.49389783]
1,[ 0.49009088  0.50990915]
1,[ 0.48659518  0.51340485]
1,[ 0.4769955   0.52300447]
1,[ 0.48733875  0.51266128]
1,[ 0.47816706  0.52183294]
1,[ 0.48430106  0.51569891]
1,[ 0.48201329  0.51798671]
1,[ 0.49082085  0.50917912]
1,[ 0.49820089  0.50179911]
1,[ 0.48499027  0.5150097 ]
1,[ 0.49138582  0.50861424]
1,[ 0.48087546  0.51912451]
0,[ 0.50597525  0.49402472]
1,[ 0.47552273  0.52447724]
1,[ 0.48188543  0.51811457]
0,[ 0.5129596   0.48704037]
1,[ 0.4976241  0.5023759]
1,[ 0.4817453  0.5182547]
0,[ 0.50541252  0.49458745]
1,[ 0.47947279  0.52052724]
1,[ 0.49448916  0.50551087]
0,[ 0.50106835  0.49893168]
0,[ 0.50116521  0.49883479]
0,[ 0.50214756  0.49785247]
1,[ 0.47430432  0.52569568]
1,[ 0.49722517  0.50277483]
0,[ 0.50422019  0.49577984]
1,[ 0.47252092  0.52747911]
1,[ 0.4871465   0.51285356]
1,[ 0.47236237  0.52763766]
1,[ 0.49242374  0.50757623]
1,[ 0.48659858  0.51340139]
0,[ 0.50425625  0.49574381]
1,[ 0.47393432  0.52606571]
0,[ 0.50523698  0.49476302]
1,[ 0.48154116  0.51845884]
1,[ 0.47794858  0.52205145]
1,[ 0.47833794  0.52166206]
0,[ 0.52048546  0.47951454]
1,[ 0.491249    0.50875098]
0,[ 0.52493536  0.47506464]
1,[ 0.49557218  0.50442785]
1,[ 0.4829056   0.51709443]
1,[ 0.48458788  0.51541209]
1,[ 0.47966129  0.52033877]
0,[ 0.50198704  0.49801293]
1,[ 0.4851644  0.5148356]
0,[ 0.51909941  0.48090056]
1,[ 0.49269244  0.50730759]
1,[ 0.48691636  0.51308364]
1,[ 0.49223116  0.50776887]
1,[ 0.4848187  0.5151813]
1,[ 0.47472268  0.52527732]
1,[ 0.48539296  0.51460707]
1,[ 0.49291894  0.50708103]
1,[ 0.48068815  0.51931185]
0,[ 0.50046796  0.49953204]
1,[ 0.48679829  0.51320171]
1,[ 0.49987856  0.50012141]
1,[ 0.4719916  0.5280084]
1,[ 0.47927386  0.52072614]
1,[ 0.48722416  0.51277584]
1,[ 0.47934839  0.52065164]
1,[ 0.47534937  0.52465057]
1,[ 0.47862101  0.52137905]
0,[ 0.51391846  0.48608148]
1,[ 0.49545756  0.50454247]
1,[ 0.49788722  0.50211275]
1,[ 0.48945719  0.51054281]
0,[ 0.5015077  0.4984923]
1,[ 0.49841538  0.50158465]
1,[ 0.49884957  0.50115043]
0,[ 0.50024688  0.49975315]
0,[ 0.52137816  0.47862184]
1,[ 0.48638651  0.51361352]
1,[ 0.49165386  0.50834614]
0,[ 0.50068295  0.49931708]
1,[ 0.4920131  0.5079869]
1,[ 0.47474965  0.52525038]
1,[ 0.48255408  0.51744592]
1,[ 0.49733031  0.50266969]
0,[ 0.50763589  0.49236414]
1,[ 0.48255607  0.51744395]
1,[ 0.48990548  0.51009458]
1,[ 0.49322173  0.5067783 ]
0,[ 0.51507604  0.4849239 ]
1,[ 0.49839634  0.50160366]
1,[ 0.48224139  0.51775861]
1,[ 0.49210232  0.50789768]
1,[ 0.49488348  0.50511652]
1,[ 0.48252422  0.51747584]
1,[ 0.47943056  0.52056944]
1,[ 0.47351545  0.52648455]
1,[ 0.49021357  0.50978643]
0,[ 0.51054692  0.48945308]
1,[ 0.48820382  0.51179618]
0,[ 0.50936621  0.49063379]
1,[ 0.47935253  0.52064747]
1,[ 0.48660737  0.51339263]
1,[ 0.47597253  0.52402747]
1,[ 0.4778806  0.5221194]
1,[ 0.46878451  0.53121543]
1,[ 0.48951143  0.51048851]
0,[ 0.50167704  0.49832293]
1,[ 0.49670026  0.50329971]
1,[ 0.4831174  0.5168826]
0,[ 0.50222075  0.49777922]
1,[ 0.48095164  0.51904839]
1,[ 0.47864395  0.52135611]
1,[ 0.49154052  0.50845945]
0,[ 0.50361103  0.49638894]
1,[ 0.499888  0.500112]
